
 0.000000      -21.07367585 
 0.015633      -21.07128967 
 0.031266      -21.06412992 
 0.046898      -21.05219802 
 0.062531      -21.03549541 
 0.078164      -21.01402515 
 0.093797      -20.98779097 
 0.109430      -20.95679797 
 0.125062      -20.92105062 
 0.140695      -20.88055565 
 0.156328      -20.83531687 
 0.171961      -20.78534508 
 0.187594      -20.73064863 
 0.203226      -20.67123789 
 0.218859      -20.60712415 
 0.234492      -20.53831992 
 0.250125      -20.46483792 
 0.265758      -20.38669468 
 0.281390      -20.30390860 
 0.297023      -20.21650181 
 0.312656      -20.12450434 
 0.328289      -20.02795583 
 0.343922      -19.92692634 
 0.359555      -19.82158832 
 0.375187      -19.71269076 
 0.390820      -19.62132867 
 &&
 0.000000      -20.74417487 
 0.015633      -20.74179937 
 0.031266      -20.73467206 
 0.046898      -20.72279436 
 0.062531      -20.70616830 
 0.078164      -20.68479779 
 0.093797      -20.65868500 
 0.109430      -20.62783686 
 0.125062      -20.59225610 
 0.140695      -20.55195004 
 0.156328      -20.50692662 
 0.171961      -20.45719422 
 0.187594      -20.40276094 
 0.203226      -20.34363905 
 0.218859      -20.27984009 
 0.234492      -20.21137719 
 0.250125      -20.13826330 
 0.265758      -20.06051844 
 0.281390      -19.97816111 
 0.297023      -19.89121403 
 0.312656      -19.79970790 
 0.328289      -19.70368347 
 0.343922      -19.60321364 
 0.359555      -19.49847543 
 0.375187      -19.47238666 
 0.390820      -19.56818686 
 &&
 0.000000      -20.74415931 
 0.015633      -20.74178380 
 0.031266      -20.73465650 
 0.046898      -20.72277880 
 0.062531      -20.70615274 
 0.078164      -20.68478223 
 0.093797      -20.65866943 
 0.109430      -20.62782129 
 0.125062      -20.59224053 
 0.140695      -20.55193447 
 0.156328      -20.50691105 
 0.171961      -20.45717865 
 0.187594      -20.40274537 
 0.203226      -20.34362348 
 0.218859      -20.27982451 
 0.234492      -20.21136160 
 0.250125      -20.13824772 
 0.265758      -20.06050285 
 0.281390      -19.97814552 
 0.297023      -19.89119843 
 0.312656      -19.79969230 
 0.328289      -19.70366786 
 0.343922      -19.60319803 
 0.359555      -19.49845981 
 0.375187      -19.39022711 
 0.390820      -19.29959393 
 &&
 0.000000      -19.78804295 
 0.015633      -19.78569859 
 0.031266      -19.77866091 
 0.046898      -19.76693314 
 0.062531      -19.75051785 
 0.078164      -19.72941916 
 0.093797      -19.70364157 
 0.109430      -19.67319042 
 0.125062      -19.63807215 
 0.140695      -19.59829332 
 0.156328      -19.55386491 
 0.171961      -19.50479546 
 0.187594      -19.45109931 
 0.203226      -19.39278537 
 0.218859      -19.32987050 
 0.234492      -19.26236938 
 0.250125      -19.19030123 
 0.265758      -19.11368675 
 0.281390      -19.03254915 
 0.297023      -18.94691488 
 0.312656      -18.95351810 
 0.328289      -19.09019592 
 0.343922      -19.22245099 
 0.359555      -19.35010535 
 0.375187      -19.39021147 
 0.390820      -19.29957822 
 &&
 0.000000      -19.78804177 
 0.015633      -19.78569630 
 0.031266      -19.77865917 
 0.046898      -19.76693226 
 0.062531      -19.75051606 
 0.078164      -19.72941771 
 0.093797      -19.70363824 
 0.109430      -19.67318862 
 0.125062      -19.63806954 
 0.140695      -19.59829088 
 0.156328      -19.55386211 
 0.171961      -19.50479318 
 0.187594      -19.45109600 
 0.203226      -19.39278185 
 0.218859      -19.32986759 
 0.234492      -19.26236933 
 0.250125      -19.19030107 
 0.265758      -19.11368562 
 0.281390      -19.03254739 
 0.297023      -18.94691307 
 0.312656      -18.85682011 
 0.328289      -18.77147792 
 0.343922      -18.90287930 
 0.359555      -19.02972755 
 0.375187      -19.15123171 
 0.390820      -19.24626194 
 &&
 0.000000      -18.28386129 
 0.015633      -18.28156490 
 0.031266      -18.27467162 
 0.046898      -18.26318720 
 0.062531      -18.24711132 
 0.078164      -18.22645388 
 0.093797      -18.20122075 
 0.109430      -18.17142010 
 0.125062      -18.13706143 
 0.140695      -18.09815675 
 0.156328      -18.05471946 
 0.171961      -18.00676623 
 0.187594      -17.95431576 
 0.203226      -17.89738707 
 0.218859      -18.04584851 
 0.234492      -18.20710986 
 0.250125      -18.36452267 
 0.265758      -18.51795785 
 0.281390      -18.66732688 
 0.297023      -18.81254068 
 0.312656      -18.85682008 
