
 0.000000       -4.47750696 
 0.004963       -4.47686765 
 0.009925       -4.47495290 
 0.014888       -4.47176037 
 0.019850       -4.46729206 
 0.024813       -4.46154848 
 0.029775       -4.45452981 
 0.034738       -4.44623819 
 0.039701       -4.43667381 
 0.044663       -4.42583957 
 0.049626       -4.41373555 
 0.054588       -4.40036571 
 0.059551       -4.38573060 
 0.064513       -4.36983316 
 0.069476       -4.35267602 
 0.074438       -4.33426131 
 0.079401       -4.31459439 
 0.084364       -4.29367636 
 0.089326       -4.27151158 
 0.094289       -4.24810393 
 0.099251       -4.22345756 
 0.104214       -4.19757690 
 0.109176       -4.17046669 
 0.114139       -4.14213195 
 0.119102       -4.11257805 
 0.124064       -4.08182036 
 &&
 0.000000       -2.94332196 
 0.004963       -3.00109468 
 0.009925       -3.05801020 
 0.014888       -3.11402363 
 0.019850       -3.16911516 
 0.024813       -3.22326086 
 0.029775       -3.27643478 
 0.034738       -3.32862180 
 0.039701       -3.37979787 
 0.044663       -3.42995000 
 0.049626       -3.47905687 
 0.054588       -3.52710728 
 0.059551       -3.57408331 
 0.064513       -3.61997228 
 0.069476       -3.66476124 
 0.074438       -3.70843717 
 0.079401       -3.75099118 
 0.084364       -3.79240990 
 0.089326       -3.83268403 
 0.094289       -3.87180397 
 0.099251       -3.90976069 
 0.104214       -3.94654566 
 0.109176       -3.98215081 
 0.114139       -4.01656857 
 0.119102       -4.04979176 
 0.124064       -4.08180049 
 &&
 0.000000       -2.94330174 
 0.004963       -2.88468241 
 0.009925       -2.82524749 
 0.014888       -2.76503070 
 0.019850       -2.70407689 
 0.024813       -2.64242650 
 0.029775       -2.58011300 
 0.034738       -2.51719637 
 0.039701       -2.45371325 
 0.044663       -2.42438992 
 0.049626       -2.43274480 
 0.054588       -2.44057547 
 0.059551       -2.44787419 
 0.064513       -2.45464098 
 0.069476       -2.46087410 
 0.074438       -2.46657008 
 0.079401       -2.47173309 
 0.084364       -2.47635620 
 0.089326       -2.48044010 
 0.094289       -2.48398377 
 0.099251       -2.48698631 
 0.104214       -2.48944698 
 0.109176       -2.49136514 
 0.114139       -2.49274033 
 0.119102       -2.49357221 
 0.124064       -2.49385829 
 &&
 0.000000       -2.32583294 
 0.004963       -2.33881643 
 0.009925       -2.35130901 
 0.014888       -2.36329058 
 0.019850       -2.37476474 
 0.024813       -2.38572823 
 0.029775       -2.39617186 
 0.034738       -2.40610112 
 0.039701       -2.41550533 
 0.044663       -2.42438973 
 0.049626       -2.43274461 
 0.054588       -2.44057528 
 0.059551       -2.44787399 
 0.064513       -2.45464078 
 0.069476       -2.46087390 
 0.074438       -2.46656987 
 0.079401       -2.47173289 
 0.084364       -2.47635599 
 0.089326       -2.48043989 
 0.094289       -2.48398356 
 0.099251       -2.48698610 
 0.104214       -2.48944676 
 0.109176       -2.49136493 
 0.114139       -2.49274012 
 0.119102       -2.49357200 
 0.124064       -2.49385807 
 &&
 0.000000       -2.32583284 
 0.004963       -2.33881627 
 0.009925       -2.35130886 
 0.014888       -2.36329041 
 0.019850       -2.37476457 
 0.024813       -2.38572806 
 0.029775       -2.39617168 
 0.034738       -2.40610094 
 0.039701       -2.41550514 
 0.044663       -2.38973389 
 0.049626       -2.32530177 
 0.054588       -2.26049906 
 0.059551       -2.19538265 
 0.064513       -2.13003319 
 0.069476       -2.09338783 
 0.074438       -2.07336405 
 0.079401       -2.05292436 
 0.084364       -2.03206073 
 0.089326       -2.01078464 
 0.094289       -1.98910295 
 0.099251       -1.96702279 
 0.104214       -1.94455145 
 0.109176       -1.92169648 
 0.114139       -1.89846568 
 0.119102       -1.87486705 
 0.124064       -1.85091303 
 &&
 0.000000       -2.32581806 
 0.004963       -2.31233009 
